IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Call Test] [Misc] [Mobile] IMEI,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[Call Test] [Voice or Video Call] Orig/Term,[Call Test] [VoNR VoLTE] [Duration] SIP Setup Duration (Invite~200OK),[Call Test] [Voice or Video Call] Result & Reason,[Call Test] [Throughput] Application DL TP,[General] Serving Network (In Traffic),[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [KR PS-LTE] [SMS] [Timestamp] SIP Message,[Packet Data] [SIP] UL/DL,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Voice or Video Call] Real Service,[Call Test] Call Type,[Call Test] Call Result,[Event] Total Call Result,[Event] Voice Call Event,[Event] [Event Occurrence Count] Call Completed #,[Event] [Event Occurrence Count] Outgoing Call Setup Fail #,[Event] [Event Occurrence Count] Call Dropped #,[Event] [Event Occurrence Count] Call Start #,[Call Test] [Voice or Video Call] [Duration] Traffic Duration (LoggingTool)
11,1,,,-121.9331722,47.5259763,2025-12-10 23:22:58.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-114.050000,,,,,,,,,,,,,,,,,,,,,,,
12,1,,,-121.9331722,47.5259763,2025-12-10 23:22:59.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,,,-121.9331722,47.5259763,2025-12-10 23:23:00.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-112.320000,,,,,,,,,,,,,,,,,,,,,,,
14,1,,,-121.9331722,47.5259763,2025-12-10 23:23:01.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,,,-121.9331722,47.5259763,2025-12-10 23:23:02.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,,,-121.9331722,47.5259763,2025-12-10 23:23:02.902,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Term),,,,,
17,1,,,-121.9331722,47.5259763,2025-12-10 23:23:02.902,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Wait Page,,,,,
18,1,,,-121.9331722,47.5259763,2025-12-10 23:23:03.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-102.080000,,,,,,,,,,,,,,,,,,,,,,,
19,1,,,-121.9331722,47.5259763,2025-12-10 23:23:04.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,,,-121.9331722,47.5259763,2025-12-10 23:23:05.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-108.790000,,,,,,,,,,,,,,,,,,,,,,,
21,1,,,-121.9331847,47.5260821,2025-12-10 23:23:06.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,,,-121.9331847,47.5260821,2025-12-10 23:23:06.814,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Answer Request,,,,,
23,1,,,-121.9331847,47.5260821,2025-12-10 23:23:07.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-106.770000,,,,,,,,,,,,,,,,,,,,,,,
24,1,,,-121.9331847,47.5260821,2025-12-10 23:23:07.911,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,,,,
25,1,,,-121.9331847,47.5260821,2025-12-10 23:23:08.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
26,1,,,-121.9331847,47.5260821,2025-12-10 23:23:09.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-105.590000,,,,,,,NR SA,,,,,,,,,,,,,,,,
27,1,,,-121.9331847,47.5260821,2025-12-10 23:23:10.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-105.890000,,,,,,,NR SA,,,,,,,,,,,,,,,,
28,1,,,-121.9331847,47.5260821,2025-12-10 23:23:11.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
29,1,,,-121.9331847,47.5260821,2025-12-10 23:23:12.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
30,1,,,-121.9331847,47.5260821,2025-12-10 23:23:13.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-109.320000,,,,,,,NR SA,,,,,,,,,,,,,,,,
31,1,,,-121.9331847,47.5260821,2025-12-10 23:23:14.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
32,1,,,-121.9331847,47.5260821,2025-12-10 23:23:15.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
33,1,,,-121.9331847,47.5260821,2025-12-10 23:23:16.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-115.220000,,,,,,,NR SA,,,,,,,,,,,,,,,,
34,1,,,-121.9331847,47.5260821,2025-12-10 23:23:17.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-108.970000,,,,,,,NR SA,,,,,,,,,,,,,,,,
35,1,,,-121.9331847,47.5260821,2025-12-10 23:23:18.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
36,1,,,-121.9331847,47.5260821,2025-12-10 23:23:19.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-116.070000,,,,,,,NR SA,,,,,,,,,,,,,,,,
37,1,,,-121.9331847,47.5260821,2025-12-10 23:23:20.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
38,1,,,-121.9331847,47.5260821,2025-12-10 23:23:21.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-113.210000,,,,,,,NR SA,,,,,,,,,,,,,,,,
39,1,,,-121.9331847,47.5260821,2025-12-10 23:23:22.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
40,1,,,-121.9331847,47.5260821,2025-12-10 23:23:23.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-113.950000,,,,,,,NR SA,,,,,,,,,,,,,,,,
41,1,,,-121.9331847,47.5260821,2025-12-10 23:23:24.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
42,1,,,-121.9331847,47.5260821,2025-12-10 23:23:25.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
43,1,,,-121.9331847,47.5260821,2025-12-10 23:23:26.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-109.530000,,,,,,,NR SA,,,,,,,,,,,,,,,,
44,1,,,-121.9331847,47.5260821,2025-12-10 23:23:27.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
45,1,,,-121.9331847,47.5260821,2025-12-10 23:23:28.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-109.460000,,,,,,,NR SA,,,,,,,,,,,,,,,,
46,1,,,-121.9331847,47.5260821,2025-12-10 23:23:29.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
47,1,,,-121.9331847,47.5260821,2025-12-10 23:23:30.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
48,1,,,-121.9331847,47.5260821,2025-12-10 23:23:31.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-107.400000,,,,,,,NR SA,,,,,,,,,,,,,,,,
49,1,,,-121.9331847,47.5260821,2025-12-10 23:23:32.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
50,1,,,-121.9331847,47.5260821,2025-12-10 23:23:33.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-111.630000,,,,,,,NR SA,,,,,,,,,,,,,,,,
51,1,,,-121.9331847,47.5260821,2025-12-10 23:23:34.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
52,1,,,-121.9331847,47.5260821,2025-12-10 23:23:35.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
53,1,,,-121.9331847,47.5260821,2025-12-10 23:23:36.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-108.050000,,,,,,,NR SA,,,,,,,,,,,,,,,,
54,1,,,-121.9331847,47.5260821,2025-12-10 23:23:37.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
55,1,,,-121.9331847,47.5260821,2025-12-10 23:23:38.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
56,1,,,-121.9331847,47.5260821,2025-12-10 23:23:39.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-103.520000,,,,,,,NR SA,,,,,,,,,,,,,,,,
57,1,,,-121.9331847,47.5260821,2025-12-10 23:23:40.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
58,1,,,-121.9331847,47.5260821,2025-12-10 23:23:41.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-115.560000,,,,,,,NR SA,,,,,,,,,,,,,,,,
59,1,,,-121.9331847,47.5260821,2025-12-10 23:23:42.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-109.670000,,,,,,,NR SA,,,,,,,,,,,,,,,,
60,1,,,-121.9331847,47.5260821,2025-12-10 23:23:43.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
61,1,,,-121.9331847,47.5260821,2025-12-10 23:23:44.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-104.590000,,,,,,,NR SA,,,,,,,,,,,,,,,,
62,1,,,-121.9331847,47.5260821,2025-12-10 23:23:45.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
63,1,,,-121.9331847,47.5260821,2025-12-10 23:23:46.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-107.270000,,,,,,,NR SA,,,,,,,,,,,,,,,,
64,1,,,-121.9331847,47.5260821,2025-12-10 23:23:47.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
65,1,,,-121.9331847,47.5260821,2025-12-10 23:23:48.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
66,1,,,-121.9331847,47.5260821,2025-12-10 23:23:49.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-106.270000,,,,,,,NR SA,,,,,,,,,,,,,,,,
67,1,,,-121.9331847,47.5260821,2025-12-10 23:23:50.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
68,1,,,-121.9331847,47.5260821,2025-12-10 23:23:51.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-108.230000,,,,,,,NR SA,,,,,,,,,,,,,,,,
69,1,,,-121.9331847,47.5260821,2025-12-10 23:23:52.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
70,1,,,-121.9331847,47.5260821,2025-12-10 23:23:53.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
71,1,,,-121.9331847,47.5260821,2025-12-10 23:23:54.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-109.450000,,,,,,,NR SA,,,,,,,,,,,,,,,,
72,1,,,-121.9331847,47.5260821,2025-12-10 23:23:55.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-111.310000,,,,,,,NR SA,,,,,,,,,,,,,,,,
73,1,,,-121.9331847,47.5260821,2025-12-10 23:23:56.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
74,1,,,-121.9331847,47.5260821,2025-12-10 23:23:57.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
75,1,,,-121.9331847,47.5260821,2025-12-10 23:23:58.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-112.990000,,,,,,,NR SA,,,,,,,,,,,,,,,,
76,1,,,-121.9331847,47.5260821,2025-12-10 23:23:59.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-107.670000,,,,,,,NR SA,,,,,,,,,,,,,,,,
77,1,,,-121.9331847,47.5260821,2025-12-10 23:24:00.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
78,1,,,-121.9331847,47.5260821,2025-12-10 23:24:01.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
79,1,,,-121.9331847,47.5260821,2025-12-10 23:24:02.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-111.700000,,,,,,,NR SA,,,,,,,,,,,,,,,,
80,1,,,-121.9331847,47.5260821,2025-12-10 23:24:03.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
81,1,,,-121.9331847,47.5260821,2025-12-10 23:24:04.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-106.690000,,,,,,,NR SA,,,,,,,,,,,,,,,,
82,1,,,-121.9331847,47.5260821,2025-12-10 23:24:05.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
83,1,,,-121.9331847,47.5260821,2025-12-10 23:24:06.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
84,1,,,-121.9331847,47.5260821,2025-12-10 23:24:07.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-105.390000,,,,,,,NR SA,,,,,,,,,,,,,,,,
85,1,,,-121.9331847,47.5260821,2025-12-10 23:24:08.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
86,1,,,-121.9331847,47.5260821,2025-12-10 23:24:09.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-107.890000,,,,,,,NR SA,,,,,,,,,,,,,,,,
87,1,,,-121.9331847,47.5260821,2025-12-10 23:24:10.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
88,1,,,-121.9331847,47.5260821,2025-12-10 23:24:11.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
89,1,,,-121.9331847,47.5260821,2025-12-10 23:24:12.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-112.380000,,,,,,,NR SA,,,,,,,,,,,,,,,,
90,1,,,-121.9331847,47.5260821,2025-12-10 23:24:13.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
91,1,,,-121.9331847,47.5260821,2025-12-10 23:24:14.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-106.690000,,,,,,,NR SA,,,,,,,,,,,,,,,,
92,1,,,-121.9331847,47.5260821,2025-12-10 23:24:15.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
93,1,,,-121.9331847,47.5260821,2025-12-10 23:24:16.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
94,1,,,-121.9331847,47.5260821,2025-12-10 23:24:17.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-108.120000,,,,,,,NR SA,,,,,,,,,,,,,,,,
95,1,,,-121.9331847,47.5260821,2025-12-10 23:24:18.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
96,1,,,-121.9331847,47.5260821,2025-12-10 23:24:19.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
97,1,,,-121.9331847,47.5260821,2025-12-10 23:24:20.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-111.550000,,,,,,,NR SA,,,,,,,,,,,,,,,,
98,1,,,-121.9331847,47.5260821,2025-12-10 23:24:21.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
99,1,,,-121.9331847,47.5260821,2025-12-10 23:24:22.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-120.620000,,,,,,,NR SA,,,,,,,,,,,,,,,,
100,1,,,-121.9331847,47.5260821,2025-12-10 23:24:23.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-111.140000,,,,,,,NR SA,,,,,,,,,,,,,,,,
101,1,,,-121.9331847,47.5260821,2025-12-10 23:24:24.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
102,1,,,-121.9331847,47.5260821,2025-12-10 23:24:25.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
103,1,,,-121.9331847,47.5260821,2025-12-10 23:24:26.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-111.190000,,,,,,,NR SA,,,,,,,,,,,,,,,,
104,1,,,-121.9331847,47.5260821,2025-12-10 23:24:27.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
105,1,,,-121.9331847,47.5260821,2025-12-10 23:24:28.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
106,1,,,-121.9331847,47.5260821,2025-12-10 23:24:29.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-106.120000,,,,,,,NR SA,,,,,,,,,,,,,,,,
107,1,,,-121.9331847,47.5260821,2025-12-10 23:24:30.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
108,1,,,-121.9331847,47.5260821,2025-12-10 23:24:31.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-107.780000,,,,,,,NR SA,,,,,,,,,,,,,,,,
109,1,,,-121.9331847,47.5260821,2025-12-10 23:24:32.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
110,1,,,-121.9331847,47.5260821,2025-12-10 23:24:33.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
111,1,,,-121.9331847,47.5260821,2025-12-10 23:24:34.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-110.510000,,,,,,,NR SA,,,,,,,,,,,,,,,,
112,1,,,-121.9331847,47.5260821,2025-12-10 23:24:35.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
113,1,,,-121.9331847,47.5260821,2025-12-10 23:24:36.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,594,-113.370000,,,,,,,NR SA,,,,,,,,,,,,,,,,
114,1,,,-121.9331847,47.5260821,2025-12-10 23:24:37.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
115,1,,,-121.9331847,47.5260821,2025-12-10 23:24:38.000,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
116,1,,,-121.9331847,47.5260821,2025-12-10 23:24:38.261,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Pair Channel Call Drop,,,,,
117,1,,,-121.9331847,47.5260821,2025-12-10 23:24:38.261,_20251210_152244_CH05_TMO_5GNR_WFC-MT_DUT-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Release Call Request,,,,,
