IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Call Test] [Misc] [Mobile] IMEI,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[Call Test] [Voice or Video Call] Orig/Term,[Call Test] [VoNR VoLTE] [Duration] SIP Setup Duration (Invite~200OK),[Call Test] [Voice or Video Call] Result & Reason,[Call Test] [Throughput] Application DL TP,[General] Serving Network (In Traffic),[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [KR PS-LTE] [SMS] [Timestamp] SIP Message,[Packet Data] [SIP] UL/DL,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Voice or Video Call] Real Service,[Call Test] Call Type,[Call Test] Call Result,[Event] Total Call Result,[Event] Voice Call Event,[Event] [Event Occurrence Count] Call Completed #,[Event] [Event Occurrence Count] Outgoing Call Setup Fail #,[Event] [Event Occurrence Count] Call Dropped #,[Event] [Event Occurrence Count] Call Start #,[Call Test] [Voice or Video Call] [Duration] Traffic Duration (LoggingTool)
37,1,,,-121.9331284,47.5260217,2025-12-10 23:23:21.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-102.230000,,,,,,,NR SA,,,,,,,,,,,,,,,,
38,1,,,-121.9331284,47.5260217,2025-12-10 23:23:22.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-101.300000,,,,,,,NR SA,,,,,,,,,,,,,,,,
39,1,,,-121.9331284,47.5260217,2025-12-10 23:23:23.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-101.130000,,,,,,,NR SA,,,,,,,,,,,,,,,,
40,1,,,-121.9331284,47.5260217,2025-12-10 23:23:24.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
41,1,,,-121.9331284,47.5260217,2025-12-10 23:23:25.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-100.680000,,,,,,,NR SA,,,,,,,,,,,,,,,,
42,1,,,-121.9331284,47.5260217,2025-12-10 23:23:26.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-97.210000,,,,,,,NR SA,,,,,,,,,,,,,,,,
43,1,,,-121.9331284,47.5260217,2025-12-10 23:23:27.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-96.970000,,,,,,,NR SA,,,,,,,,,,,,,,,,
44,1,,,-121.9331284,47.5260217,2025-12-10 23:23:28.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-100.190000,,,,,,,NR SA,,,,,,,,,,,,,,,,
45,1,,,-121.9331284,47.5260217,2025-12-10 23:23:29.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
46,1,,,-121.9331284,47.5260217,2025-12-10 23:23:30.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-102.830000,,,,,,,NR SA,,,,,,,,,,,,,,,,
47,1,,,-121.9331284,47.5260217,2025-12-10 23:23:31.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-105.410000,,,,,,,NR SA,,,,,,,,,,,,,,,,
48,1,,,-121.9331284,47.5260217,2025-12-10 23:23:32.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-105.250000,,,,,,,NR SA,,,,,,,,,,,,,,,,
49,1,,,-121.9331284,47.5260217,2025-12-10 23:23:33.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
50,1,,,-121.9331284,47.5260217,2025-12-10 23:23:34.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-105.870000,,,,,,,NR SA,,,,,,,,,,,,,,,,
51,1,,,-121.9331284,47.5260217,2025-12-10 23:23:35.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-100.170000,,,,,,,NR SA,,,,,,,,,,,,,,,,
52,1,,,-121.9331284,47.5260217,2025-12-10 23:23:36.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-99.720000,,,,,,,NR SA,,,,,,,,,,,,,,,,
53,1,,,-121.9331284,47.5260217,2025-12-10 23:23:37.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-104.180000,,,,,,,NR SA,,,,,,,,,,,,,,,,
54,1,,,-121.9331284,47.5260217,2025-12-10 23:23:38.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
55,1,,,-121.9331284,47.5260217,2025-12-10 23:23:39.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-103.770000,,,,,,,NR SA,,,,,,,,,,,,,,,,
56,1,,,-121.9331284,47.5260217,2025-12-10 23:23:40.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-105.070000,,,,,,,NR SA,,,,,,,,,,,,,,,,
57,1,,,-121.9331284,47.5260217,2025-12-10 23:23:41.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-109.670000,,,,,,,NR SA,,,,,,,,,,,,,,,,
58,1,,,-121.9331284,47.5260217,2025-12-10 23:23:42.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
59,1,,,-121.9331284,47.5260217,2025-12-10 23:23:43.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-110.440000,,,,,,,NR SA,,,,,,,,,,,,,,,,
60,1,,,-121.9331284,47.5260217,2025-12-10 23:23:44.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-109.500000,,,,,,,NR SA,,,,,,,,,,,,,,,,
61,1,,,-121.9331284,47.5260217,2025-12-10 23:23:45.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-114.490000,,,,,,,NR SA,,,,,,,,,,,,,,,,
62,1,,,-121.9331284,47.5260217,2025-12-10 23:23:46.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-105.860000,,,,,,,NR SA,,,,,,,,,,,,,,,,
63,1,,,-121.9331284,47.5260217,2025-12-10 23:23:47.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
64,1,,,-121.9331284,47.5260217,2025-12-10 23:23:48.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-105.540000,,,,,,,NR SA,,,,,,,,,,,,,,,,
65,1,,,-121.9331284,47.5260217,2025-12-10 23:23:49.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-106.510000,,,,,,,NR SA,,,,,,,,,,,,,,,,
66,1,,,-121.9331284,47.5260217,2025-12-10 23:23:50.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-107.150000,,,,,,,NR SA,,,,,,,,,,,,,,,,
67,1,,,-121.9331284,47.5260217,2025-12-10 23:23:51.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
68,1,,,-121.9331284,47.5260217,2025-12-10 23:23:52.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-106.730000,,,,,,,NR SA,,,,,,,,,,,,,,,,
69,1,,,-121.9331284,47.5260217,2025-12-10 23:23:53.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-109.880000,,,,,,,NR SA,,,,,,,,,,,,,,,,
70,1,,,-121.9331284,47.5260217,2025-12-10 23:23:54.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-109.060000,,,,,,,NR SA,,,,,,,,,,,,,,,,
71,1,,,-121.9331284,47.5260217,2025-12-10 23:23:55.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-103.620000,,,,,,,NR SA,,,,,,,,,,,,,,,,
72,1,,,-121.9331284,47.5260217,2025-12-10 23:23:56.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
73,1,,,-121.9331284,47.5260217,2025-12-10 23:23:57.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-104.040000,,,,,,,NR SA,,,,,,,,,,,,,,,,
74,1,,,-121.9331284,47.5260217,2025-12-10 23:23:58.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-109.190000,,,,,,,NR SA,,,,,,,,,,,,,,,,
75,1,,,-121.9331284,47.5260217,2025-12-10 23:23:59.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-106.750000,,,,,,,NR SA,,,,,,,,,,,,,,,,
76,1,,,-121.9331284,47.5260217,2025-12-10 23:24:00.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
77,1,,,-121.9331284,47.5260217,2025-12-10 23:24:01.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-106.990000,,,,,,,NR SA,,,,,,,,,,,,,,,,
78,1,,,-121.9331284,47.5260217,2025-12-10 23:24:02.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-109.430000,,,,,,,NR SA,,,,,,,,,,,,,,,,
79,1,,,-121.9331284,47.5260217,2025-12-10 23:24:03.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-104.880000,,,,,,,NR SA,,,,,,,,,,,,,,,,
80,1,,,-121.9331284,47.5260217,2025-12-10 23:24:04.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-103.720000,,,,,,,NR SA,,,,,,,,,,,,,,,,
81,1,,,-121.9331284,47.5260217,2025-12-10 23:24:05.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
82,1,,,-121.9331284,47.5260217,2025-12-10 23:24:06.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-104.470000,,,,,,,NR SA,,,,,,,,,,,,,,,,
83,1,,,-121.9331284,47.5260217,2025-12-10 23:24:07.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-101.040000,,,,,,,NR SA,,,,,,,,,,,,,,,,
84,1,,,-121.9331284,47.5260217,2025-12-10 23:24:08.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-101.400000,,,,,,,NR SA,,,,,,,,,,,,,,,,
85,1,,,-121.9331284,47.5260217,2025-12-10 23:24:09.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
86,1,,,-121.9331284,47.5260217,2025-12-10 23:24:10.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-105.350000,,,,,,,NR SA,,,,,,,,,,,,,,,,
87,1,,,-121.9331284,47.5260217,2025-12-10 23:24:11.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-105.930000,,,,,,,NR SA,,,,,,,,,,,,,,,,
88,1,,,-121.9331284,47.5260217,2025-12-10 23:24:12.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-108.440000,,,,,,,NR SA,,,,,,,,,,,,,,,,
89,1,,,-121.9331284,47.5260217,2025-12-10 23:24:13.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-106.440000,,,,,,,NR SA,,,,,,,,,,,,,,,,
90,1,,,-121.9331284,47.5260217,2025-12-10 23:24:14.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
91,1,,,-121.9331284,47.5260217,2025-12-10 23:24:15.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-102.630000,,,,,,,NR SA,,,,,,,,,,,,,,,,
92,1,,,-121.9331284,47.5260217,2025-12-10 23:24:16.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-101.840000,,,,,,,NR SA,,,,,,,,,,,,,,,,
93,1,,,-121.9331284,47.5260217,2025-12-10 23:24:17.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-104.150000,,,,,,,NR SA,,,,,,,,,,,,,,,,
94,1,,,-121.9331284,47.5260217,2025-12-10 23:24:18.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
95,1,,,-121.9331284,47.5260217,2025-12-10 23:24:19.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-106.430000,,,,,,,NR SA,,,,,,,,,,,,,,,,
96,1,,,-121.9331284,47.5260217,2025-12-10 23:24:20.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-106.710000,,,,,,,NR SA,,,,,,,,,,,,,,,,
97,1,,,-121.9331284,47.5260217,2025-12-10 23:24:21.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-106.990000,,,,,,,NR SA,,,,,,,,,,,,,,,,
98,1,,,-121.9331284,47.5260217,2025-12-10 23:24:22.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-107.610000,,,,,,,NR SA,,,,,,,,,,,,,,,,
99,1,,,-121.9331284,47.5260217,2025-12-10 23:24:23.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
100,1,,,-121.9331284,47.5260217,2025-12-10 23:24:24.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-106.640000,,,,,,,NR SA,,,,,,,,,,,,,,,,
101,1,,,-121.9331284,47.5260217,2025-12-10 23:24:25.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-106.480000,,,,,,,NR SA,,,,,,,,,,,,,,,,
102,1,,,-121.9331284,47.5260217,2025-12-10 23:24:26.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-108.610000,,,,,,,NR SA,,,,,,,,,,,,,,,,
103,1,,,-121.9331284,47.5260217,2025-12-10 23:24:27.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-104.460000,,,,,,,NR SA,,,,,,,,,,,,,,,,
104,1,,,-121.9331284,47.5260217,2025-12-10 23:24:28.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
105,1,,,-121.9331284,47.5260217,2025-12-10 23:24:29.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-103.390000,,,,,,,NR SA,,,,,,,,,,,,,,,,
106,1,,,-121.9331284,47.5260217,2025-12-10 23:24:30.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-105.290000,,,,,,,NR SA,,,,,,,,,,,,,,,,
107,1,,,-121.9331284,47.5260217,2025-12-10 23:24:31.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-106.050000,,,,,,,NR SA,,,,,,,,,,,,,,,,
108,1,,,-121.9331284,47.5260217,2025-12-10 23:24:32.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
109,1,,,-121.9331284,47.5260217,2025-12-10 23:24:33.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-106.990000,,,,,,,NR SA,,,,,,,,,,,,,,,,
110,1,,,-121.9331284,47.5260217,2025-12-10 23:24:34.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-108.930000,,,,,,,NR SA,,,,,,,,,,,,,,,,
111,1,,,-121.9331284,47.5260217,2025-12-10 23:24:35.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-108.080000,,,,,,,NR SA,,,,,,,,,,,,,,,,
112,1,,,-121.9331284,47.5260217,2025-12-10 23:24:36.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,594,-109.070000,,,,,,,NR SA,,,,,,,,,,,,,,,,
113,1,,,-121.9331284,47.5260217,2025-12-10 23:24:37.000,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,NR SA,,,,,,,,,,,,,,,,
114,1,,,-121.9331284,47.5260217,2025-12-10 23:24:37.443,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Pair Channel Call Drop,,,,,
115,1,,,-121.9331284,47.5260217,2025-12-10 23:24:37.443,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Release Call Request,,,,,
116,1,,,-121.9331284,47.5260217,2025-12-10 23:24:37.959,_20251210_152244_CH06_TMO_5GNR_WFC-MT_REF-2_TC151-1.dml,,,,,,,,,,,,,,,,,,,,Complete,[Tool] Voice - Call Result : Complete,,,,,
